,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
997,The Chorus,(2004),PG-13,97 min,"Comedy, Drama, Music            ",7.8,56        ,"64,509",$3.64M,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
998,The Man Who Would Be King,(1975),PG,129 min,"Adventure, War            ",7.8,91        ,"50,436",,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
999,To the Forest of Firefly Lights,(2011),,45 min,"Animation, Drama, Fantasy            ",7.8,,"19,830",,"Hotaru is rescued by a spirit when she gets lost in a forest as a child. The two become friends, despite the spirit revealing that he will disappear if he is ever touched by a human."
1000,"They Shoot Horses, Don't They?",(1969),M,129 min,Drama            ,7.8,72        ,"19,940",$12.60M,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.
1001,The Umbrellas of Cherbourg,(1964),Not Rated,91 min,"Drama, Musical, Romance            ",7.8,86        ,"29,096",$0.03M,A young woman separated from her lover by war faces a life-altering decision.
1002,The Killer,(1989),R,111 min,"Action, Crime, Drama            ",7.8,82        ,"49,526",,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
1003,Oliver Twist,(1948),Not Rated,105 min,Drama            ,7.8,84        ,"13,070",,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home."
1004,Great Expectations,(1946),Approved,118 min,"Adventure, Drama, Mystery            ",7.8,90        ,"25,344",,"A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor."
1005,The Court Jester,(1955),Approved,101 min,"Adventure, Comedy, Family            ",7.8,,"13,313",$0.02M,A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.
1006,Cowboy Bebop: The Movie,(2001),TV-14,115 min,"Animation, Action, Crime            ",7.8,61        ,"50,578",$1.00M,"A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit."
1007,The Asphalt Jungle,(1950),Passed,112 min,"Crime, Drama, Film-Noir            ",7.8,85        ,"28,458",,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
1008,The Hunchback of Notre Dame,(1939),Passed,116 min,"Drama, Romance            ",7.8,,"11,802",$3.27M,"In 15th-century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her."
1009,Law of Tehran,(2019),,131 min,"Action, Crime, Drama            ",7.8,,"16,789",,"The police are after a drug lord named Naser Khakzad, but when they finally manage to catch him, he tries whatever he can think of to escape and save his family."
1010,The Ghost and Mrs. Muir,(1947),Not Rated,104 min,"Comedy, Drama, Fantasy            ",7.8,,"19,991",,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost."
1011,You Can't Take It with You,(1938),Passed,126 min,"Comedy, Drama, Romance            ",7.8,,"26,756",$4.66M,"The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development."
1012,"Like Father, Like Son",(2013),Not Rated,121 min,Drama            ,7.8,73        ,"26,383",$0.28M,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own."
1013,The Postman,(1994),PG,108 min,"Biography, Comedy, Drama            ",7.8,81        ,"37,620",$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
1014,Our Hospitality,(1923),Passed,65 min,"Comedy, Romance, Thriller            ",7.8,,"11,866",$1.17M,"A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family."
1015,Seven Days in May,(1964),Approved,118 min,"Drama, Thriller            ",7.8,73        ,"16,476",$7.96M,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.
1016,Becket,(1964),PG-13,148 min,"Biography, Drama, History            ",7.8,68        ,"15,272",,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's."
1017,Crimes and Misdemeanors,(1989),PG-13,104 min,"Comedy, Drama            ",7.8,77        ,"59,285",$18.25M,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
1018,Babette's Feast,(1987),G,103 min,Drama            ,7.8,78        ,"20,955",$4.40M,"During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters."
1019,Days of Wine and Roses,(1962),Approved,117 min,Drama            ,7.8,74        ,"13,434",,"An alcoholic marries a young woman and systematically addicts her to booze so that they can share his ""passion"" together."
1020,Tokyo Godfathers,(2003),PG-13,92 min,"Animation, Adventure, Comedy            ",7.8,74        ,"43,054",$0.13M,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents."
1021,Eat Drink Man Woman,(1994),Not Rated,124 min,"Comedy, Drama, Romance            ",7.8,80        ,"22,129",$7.29M,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.
1022,Vivre Sa Vie,(1962),Not Rated,85 min,Drama            ,7.8,,"33,430",,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
1023,Pandora's Box,(1929),Not Rated,109 min,"Crime, Drama, Romance            ",7.8,,"11,290",$0.01M,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.
1024,Millennium Actress,(2001),PG,87 min,"Animation, Drama, Fantasy            ",7.8,70        ,"29,691",$0.19M,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
1025,Boruto: Naruto The Movie,(2015),PG,95 min,"Animation, Action, Adventure            ",7.8,,"11,323",,"It's been some years since the end of the Shinobi War. Naruto Uzumaki is the 7th Hokage of Konohagakure, in this new era. His son, Boruto Uzumaki, will soon enter the Chûnin exams, alongside Sarada Uchiha and the mysterious Mitsuki."
1026,Badla,(2019),Not Rated,118 min,"Crime, Drama, Mystery            ",7.8,,"29,334",$1.86M,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.
1027,Berserk: The Golden Age Arc III - The Advent,(2013),Not Rated,110 min,"Animation, Action, Adventure            ",7.8,,"10,943",,A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.
1028,Breaker Morant,(1980),PG,107 min,"Drama, History, War            ",7.8,72        ,"13,959",$7.14M,Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.
1029,Duck Soup,(1933),Not Rated,69 min,"Comedy, Musical            ",7.8,93        ,"61,381",,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on."
1030,Once Upon a Time in Anatolia,(2011),Not Rated,157 min,"Crime, Drama, Thriller            ",7.8,82        ,"47,760",$0.14M,A group of men set out in search of a dead body in the Anatolian steppes.
1031,Knockin' on Heaven's Door,(1997),Not Rated,87 min,"Action, Crime, Comedy            ",7.8,,"32,029",$0.00M,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea."
1032,Embrace of the Serpent,(2015),Not Rated,125 min,"Adventure, Biography, Drama            ",7.8,82        ,"23,605",$1.33M,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant."
1033,The Spirit of the Beehive,(1973),Not Rated,98 min,"Drama, Fantasy            ",7.8,87        ,"19,423",,"In 1940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world."
1034,Hindi Medium,(2017),Not Rated,132 min,"Comedy, Drama            ",7.8,,"30,428",,A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.
1035,L'Avventura,(1960),Not Rated,144 min,"Drama, Mystery, Romance            ",7.8,,"31,057",,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
1036,The Train,(1964),Not Rated,133 min,"Action, Thriller, War            ",7.8,80        ,"17,431",$7.41M,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo."
1037,Brother,(1997),,99 min,"Action, Crime, Drama            ",7.8,,"22,768",,"An ex-soldier with a personal honor code enters the family crime business in St. Petersburg, Russia."
1038,My Life as a Zucchini,(2016),PG-13,70 min,"Animation, Comedy, Drama            ",7.8,85        ,"26,969",$0.29M,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love."
1039,Au hasard Balthazar,(1966),Not Rated,95 min,Drama            ,7.8,98        ,"21,529",$0.04M,The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette.
1040,System Crasher,(2019),,125 min,Drama            ,7.8,89        ,"13,831",,"9-year-old Benni is a toss-up between institutions that cannot tackle her outbursts. She wants to move in with her mother, but she can not handle her wild daughter. After Micha is hired Benni slowly opens up and attaches herself to him."
1041,Dasvi,(2022),,125 min,"Comedy, Drama            ",7.8,,"55,821",,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own."
1042,The Phantom of Liberty,(1974),R,104 min,Comedy            ,7.8,,"16,598",$0.01M,A series of surreal sequences that critique morality and society in a stream of consciousness style.
1043,Sword of the Stranger,(2007),Not Rated,103 min,"Animation, Action, Adventure            ",7.8,,"17,469",,"A swordsman from a strange land is caught in a struggle between morality, righteousness, and devotion as he reluctantly agrees to take a raggedy boy and his dog to a remote, Buddhist temple."
1044,A Night at the Opera,(1935),Passed,96 min,"Comedy, Music, Musical            ",7.8,,"33,666",$2.54M,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
1045,Ernest & Celestine,(2012),PG,80 min,"Animation, Adventure, Comedy            ",7.8,86        ,"21,286",$0.29M,"The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine."
1046,I Vitelloni,(1953),Not Rated,104 min,"Comedy, Drama            ",7.8,87        ,"19,152",$0.10M,A character study of five young men at crucial turning points in their lives in a small town in Italy.
1047,Bang Bang You're Dead,(2002),R,93 min,"Crime, Drama, Thriller            ",7.8,,"12,955",,"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free."
1048,Veer Zaara,(2004),Not Rated,192 min,"Drama, Family, Musical            ",7.8,67        ,"54,848",$2.92M,"""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
1049,Ninotchka,(1939),Not Rated,110 min,"Comedy, Romance            ",7.8,,"21,839",$1.19M,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.
1050,The Silence,(1963),R,96 min,Drama            ,7.8,,"20,528",,"Two estranged sisters, Ester and Anna, and Anna's 10-year-old son travel to the Central European country on the verge of war. Ester becomes seriously ill and the three of them move into a hotel in a small town called Timoka."
1051,Mr. Deeds Goes to Town,(1936),Not Rated,115 min,"Comedy, Drama, Romance            ",7.8,,"22,290",,A unassuming greeting card poet from a small town in Vermont heads to New York City upon inheriting a massive fortune and is immediately hounded by those who wish to take advantage of him.
1052,Pelle the Conqueror,(1987),PG-13,157 min,Drama            ,7.8,,"11,426",$2.05M,"When his wife dies, Lasse takes his 12-year-old son, Pelle, from their home in Sweden to Denmark in search of a better life."
1053,Minnal Murali,(2021),TV-14,158 min,"Action, Comedy, Drama            ",7.8,,"30,999",,"An unusual event creates a lightning which in turns gives superhuman abilies to an ambitious tailor ,whose responsibility is now to protect his home village from the evil plans of the antagonist."
1054,Poetry,(2010),TV-PG,139 min,Drama            ,7.8,87        ,"12,836",$0.36M,"A sixty-something woman, faced with the discovery of a heinous family crime and in the early stages of Alzheimer's disease, finds strength and purpose when she enrolls in a poetry class."
1055,In This Corner (and Other Corners) of the World,(2016),PG-13,129 min,"Animation, Drama, Family            ",7.8,73        ,"11,680",$0.17M,A spirited 18-year-old woman is married off to a man she barely knows as she combats the daily struggles of living in Hiroshima during World War II.
1056,The Servant,(1963),Unrated,116 min,Drama            ,7.8,94        ,"12,917",$0.04M,"Upper-class Tony hires servant Hugo Barrett, who turns out to have a hidden agenda."
1057,Stray Dog,(1949),Not Rated,122 min,"Crime, Drama, Film-Noir            ",7.8,,"17,931",,"During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol."
1058,The Bad and the Beautiful,(1952),Passed,118 min,"Drama, Romance            ",7.8,86        ,"15,663",,"An unscrupulous movie producer uses an actress, a director and a writer to achieve success."
1059,Ashes and Diamonds,(1958),Not Rated,103 min,"Drama, Romance, War            ",7.8,,"12,713",,"As WWII and the German occupation ends, the Polish resistance and the Russian forces turn on each other in an attempt to take over leadership in Communist Poland."
1060,Burnt by the Sun,(1994),R,135 min,"Drama, War            ",7.8,,"15,857",$2.62M,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process of his life's downfall is already running."
1061,Germany Year Zero,(1948),Not Rated,78 min,"Drama, History, War            ",7.8,,"12,986",,A young German boy faces the problems of the tough life in the immediate post-WWII Berlin.
1062,Goodachari,(2018),Not Rated,147 min,"Action, Thriller            ",7.8,,"11,064",,"A young NSA agent is framed for the murder of his bosses making him realize that now his mission is darker than expected and has some personal scores to settle regarding his father's death, a former NSA agent."
1063,Birdman of Alcatraz,(1962),Not Rated,147 min,"Biography, Crime, Drama            ",7.8,76        ,"18,397",,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.
1064,Monsieur Verdoux,(1947),Passed,124 min,"Comedy, Crime, Drama            ",7.8,,"18,281",$0.33M,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards."
1065,Good Morning,(1959),Not Rated,94 min,"Comedy, Drama, Family            ",7.8,87        ,"10,120",,Two boys begin a silence strike to press their parents into buying them a television set.
1066,"Steamboat Bill, Jr.",(1928),Not Rated,70 min,"Action, Comedy, Drama            ",7.8,,"15,339",,The effete son of a cantankerous riverboat captain comes to join his father's crew.
1067,My Night at Maud's,(1969),GP,105 min,"Comedy, Drama, Romance            ",7.8,,"13,790",,"A devout Catholic man's rigid principles are challenged during a one-night stay with Maud, a divorced woman with an outsize personality."
1068,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,(2003),Not Rated,68 min,"Animation, Adventure, Music            ",7.8,,"15,093",,"A continuation of the story told in the Daft Punk music videos ""One More Time,"" ""Aerodynamic,"" ""Digital Love,"" and ""Harder, Better, Faster, Stronger."""
1069,Kai Po Che,(2013),Not Rated,120 min,"Drama, Sport            ",7.8,40        ,"37,801",$1.12M,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.
1070,Vicky Donor,(2012),Not Rated,126 min,"Comedy, Romance            ",7.8,,"44,285",$0.17M,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic."
1071,24,(I) (2016),Not Rated,164 min,"Action, Comedy, Drama            ",7.8,,"23,035",,"A scientist invents a time machine, which leads to a bitter battle between his evil twin brother and his son."
1072,L'Atalante,(1934),Not Rated,89 min,"Comedy, Drama, Romance            ",7.8,,"16,733",,Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.
1073,Destiny,(2006),,103 min,Drama            ,7.8,,"14,977",,"Bekir loves Ugur, who loves Zagor, who is about to get out of jail. An already tense love triangle is thrown into turmoil on a hot summer night, when Zagor kills someone, and Ugur disappears."
1074,Diary of a Country Priest,(1951),Not Rated,95 min,Drama            ,7.8,,"12,075",,A young priest taking over the parish at Ambricourt tries to fulfill his duties even as he fights a mysterious stomach ailment.
1075,Joji,(2021),,113 min,"Crime, Drama            ",7.8,,"10,263",,"Joji, an engineering dropout and the youngest son of a rich family lives with his aspirations of becoming super wealthy. Driven by greed and blind ambition, he decides to execute his plans following an unexpected event in the family."
1076,English Vinglish,(2012),Not Rated,134 min,"Comedy, Drama, Family            ",7.8,,"37,535",$1.67M,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
1077,The Death of Mr. Lazarescu,(2005),R,153 min,"Comedy, Drama            ",7.8,87        ,"15,439",$0.08M,"Mr. Lãzãrescu, a dying old man, is shuttled from hospital to hospital by a loyal paramedic as doctors refuse to operate and no one can agree on a diagnosis."
1078,Nayak: The Real Hero,(2001),Not Rated,187 min,"Action, Drama, Thriller            ",7.8,,"17,058",,"A man accepts a challenge by the chief minister of Maharashtra to run the state for one day, and makes such a success of it that soon he is embroiled in political intrigue."
1079,Seven Chances,(1925),Passed,56 min,"Comedy, Romance            ",7.8,,"10,976",$0.21M,A man learns that he will inherit a fortune if he marries by 7PM that evening.
1080,Le Corbeau,(1943),Not Rated,92 min,"Crime, Drama, Mystery            ",7.8,,"10,455",$0.03M,"A French village doctor becomes the target of poison-pen letters sent to village leaders, accusing him of affairs and practicing abortion."
1081,The Island,(2006),PG-13,112 min,Drama            ,7.8,,"12,185",,"Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future."
1082,The Road Home,(1999),G,89 min,"Drama, Romance            ",7.8,71        ,"13,594",$1.28M,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback."
1083,Lakshya,(2004),Not Rated,186 min,"Action, Drama, Romance            ",7.8,,"24,183",$0.75M,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero."
1084,Son of the Bride,(2001),R,123 min,"Comedy, Drama            ",7.8,68        ,"16,066",$0.62M,"A dissatisfied 40-year-old, separated and without time for his own daughter and girlfriend must rethink his life when his father decides to marry his mother, who suffers from Alzheimer's disease, by church."
1085,Secret Superstar,(2017),Not Rated,150 min,"Drama, Music            ",7.8,,"27,715",,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
1086,For Love and Honour,(2007),,140 min,"Action, Crime, Drama            ",7.8,,"23,119",,"Ali Osman is living a quiet life after years of struggle, and tears. And he is slowly slipping into dementia. He made his peace with the horrible life he had and waiting for his final day ...                See full summary »"
1087,Lovelorn,(2005),,142 min,Drama            ,7.8,,"10,226",,A single mother with a child meets a retired teacher who tries to keep pace with his new life and to protect them from her ex-husband.
1088,Gangaajal,(2003),Not Rated,157 min,"Action, Crime, Drama            ",7.8,,"17,674",,"An IPS officer motivates and leads a dysfunctional, corrupt police force of Tezpur to fight against the corrupt politician."
1089,Avatar: The Way of Water,(2022),PG-13,192 min,"Action, Adventure, Fantasy            ",7.7,67        ,"378,760",$659.68M,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home."
1090,The Whale,(2022),R,117 min,Drama            ,7.7,60        ,"141,829",,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter."
1091,The Banshees of Inisherin,(2022),R,114 min,"Comedy, Drama            ",7.7,87        ,"206,372",,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them."
1092,Kingsman: The Secret Service,(2014),R,129 min,"Action, Adventure, Comedy            ",7.7,60        ,"684,947",$128.26M,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."
1093,The Goonies,(1985),PG,114 min,"Adventure, Comedy, Family            ",7.7,62        ,"284,418",$61.50M,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.
1094,Black Hawk Down,(2001),R,144 min,"Action, Drama, History            ",7.7,74        ,"406,409",$108.64M,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis."
1095,Aftersun,(II) (2022),R,102 min,Drama            ,7.7,95        ,"61,547",,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...
1096,Get Out,(I) (2017),R,104 min,"Horror, Mystery, Thriller            ",7.7,85        ,"639,053",$176.04M,"A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
1097,Evil Dead II,(1987),R,84 min,"Comedy, Horror            ",7.7,72        ,"172,640",$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
1098,Tangled,(2010),PG,100 min,"Animation, Adventure, Comedy            ",7.7,71        ,"468,104",$200.82M,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
1099,A Man Called Ove,(2015),PG-13,116 min,"Comedy, Drama, Romance            ",7.7,70        ,"63,005",$3.48M,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
1100,The Hangover,(2009),R,100 min,Comedy            ,7.7,73        ,"806,454",$277.32M,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding."
1101,Ex Machina,(2014),R,108 min,"Drama, Sci-Fi, Thriller            ",7.7,78        ,"560,772",$25.44M,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
1102,Road to Perdition,(2002),R,117 min,"Crime, Drama, Thriller            ",7.7,72        ,"275,605",$104.45M,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
1103,Harry Potter and the Goblet of Fire,(2005),PG-13,157 min,"Adventure, Family, Fantasy            ",7.7,81        ,"645,633",$290.01M,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
1104,Wind River,(2017),R,107 min,"Crime, Drama, Mystery            ",7.7,73        ,"261,982",$33.80M,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets."
1105,Mission: Impossible - Fallout,(2018),PG-13,147 min,"Action, Adventure, Thriller            ",7.7,86        ,"344,058",$220.16M,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
1106,The Quiet Girl,(2022),PG-13,95 min,Drama            ,7.7,89        ,"13,075",,"Rural Ireland 1981. A quiet, neglected girl is sent away from her dysfunctional family to live with foster parents for the summer. She blossoms in their care, but in this house where there are meant to be no secrets, she discovers one."
1107,Blue Is the Warmest Colour,(2013),NC-17,180 min,"Drama, Romance            ",7.7,90        ,"156,958",$2.20M,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
1108,Airplane!,(1980),PG,88 min,Comedy            ,7.7,78        ,"248,161",$83.40M,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely."
1109,Ocean's Eleven,(2001),PG-13,116 min,"Crime, Thriller            ",7.7,74        ,"590,357",$183.42M,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
1110,Another Round,(2020),Not Rated,117 min,"Comedy, Drama            ",7.7,79        ,"173,064",,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.
1111,Deliverance,(1972),R,109 min,"Adventure, Drama, Thriller            ",7.7,80        ,"113,987",$7.06M,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
1112,Harry Potter and the Deathly Hallows: Part 1,(2010),PG-13,146 min,"Adventure, Family, Fantasy            ",7.7,65        ,"566,710",$295.98M,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
1113,Brokeback Mountain,(2005),R,134 min,"Drama, Romance            ",7.7,87        ,"367,044",$83.04M,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
1114,Home Alone,(1990),PG,103 min,"Comedy, Family            ",7.7,63        ,"603,522",$285.76M,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve."
1115,Zodiac,(2007),R,157 min,"Crime, Drama, Mystery            ",7.7,79        ,"560,426",$33.08M,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
1116,Coraline,(2009),PG,100 min,"Animation, Drama, Family            ",7.7,80        ,"242,163",$75.29M,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
1117,Black Book,(2006),R,145 min,"Drama, Thriller, War            ",7.7,71        ,"78,419",$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
1118,The Count of Monte Cristo,(2002),PG-13,131 min,"Action, Adventure, Drama            ",7.7,61        ,"142,378",$54.23M,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
1119,Blue Velvet,(1986),R,120 min,"Crime, Drama, Mystery            ",7.7,76        ,"205,806",$8.55M,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
1120,Argo,(2012),R,120 min,"Biography, Drama, Thriller            ",7.7,86        ,"624,218",$136.03M,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
1121,500 Days of Summer,(2009),PG-13,95 min,"Comedy, Drama, Romance            ",7.7,76        ,"529,834",$32.39M,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back."
1122,Apollo 13,(I) (1995),PG,140 min,"Adventure, Drama, History            ",7.7,77        ,"302,900",$173.84M,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
1123,The Game,(1997),R,129 min,"Drama, Mystery, Thriller            ",7.7,63        ,"408,532",$48.32M,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
1124,The Magnificent Seven,(1960),Approved,128 min,"Action, Adventure, Drama            ",7.7,74        ,"98,098",$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
1125,Birdman or (The Unexpected Virtue of Ignorance),(2014),R,119 min,"Comedy, Drama            ",7.7,87        ,"644,701",$42.34M,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
1126,The Machinist,(2004),R,101 min,"Drama, Thriller            ",7.7,61        ,"400,373",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
1127,Primal Fear,(1996),R,129 min,"Crime, Drama, Mystery            ",7.7,47        ,"231,418",$56.12M,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
