,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
23,Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,(2020),,138 min,"Animation, Action, Fantasy            ",8.8,,"13,345",,Tanjiro teams up with Zenitsu and Inosuke to investigate missing person cases on the mountain Natagumo. They slowly begin to realize the entire mountain is being controlled by a family of Demon spider creatures.
24,Rocketry: The Nambi Effect,(2022),,157 min,"Biography, Drama            ",8.8,,"53,144",,"Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him."
25,Balkan Spy,(1984),,95 min,"Comedy, Drama            ",8.8,,"11,925",,"Convinced that his subtenant is a spy and an enemy of the state, a man falls into deep paranoia which leads to absurd and destructive chain of events."
26,#Home,(2021),,158 min,Drama            ,8.8,,"14,009",,"Oliver Twist (Indrans) wants to be tech-savvy and become a better companion to his two sons, who spend more time on their phones than with their loved ones."
27,The Marathon Family,(1982),,92 min,"Comedy, Drama            ",8.8,,"16,370",,"The Topalovic family has been in the burial business for generations. When the old (150 yrs old) Pantelija dies, five generations of his heirs start to fight for the inheritance."
28,Manichithrathazhu,(1993),Not Rated,169 min,"Comedy, Horror, Mystery            ",8.8,,"11,366",,"When a forbidden room in an old bungalow is unbolted, the spirit of a vengeful dancer is unleashed."
29,Süt Kardesler,(1976),,80 min,"Comedy, Family, Mystery            ",8.8,,"20,559",,"Saban, Ramazan and Bayram are sailors in an Ottoman Navy and Hüsamettin is their commander. Hüsamettin's aide Ramazan, Saban who is foster son of Hüsamettin's sister and Bayram who is ...                See full summary »"
30,The Chaos Class Is Waking Up,(1977),,94 min,"Adventure, Comedy            ",8.8,,"20,221",,A kind and hardworking student joins to Hababam Sinifi (The Chaos Class) but they don't accept him as one of them and he becomes the target of all class' pranks.
31,Goodfellas,(1990),R,145 min,"Biography, Crime, Drama            ",8.7,92        ,"1,189,139",$46.84M,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito."
32,The Matrix,(1999),R,136 min,"Action, Sci-Fi            ",8.7,73        ,"1,954,215",$171.48M,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
33,One Flew Over the Cuckoo's Nest,(1975),R,133 min,Drama            ,8.7,84        ,"1,027,159",$112.00M,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse."
34,Star Wars: Episode V - The Empire Strikes Back,(1980),PG,124 min,"Action, Adventure, Fantasy            ",8.7,82        ,"1,318,795",$290.48M,"After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett."
35,The Kashmir Files,(2022),,170 min,Drama            ,8.7,,"566,466",,"A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth."
36,Soorarai Pottru,(2020),TV-MA,153 min,"Action, Drama            ",8.7,,"119,347",,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
37,Who's Singin' Over There?,(1980),,86 min,"Adventure, Comedy, Drama            ",8.7,,"15,965",,"It's April 5, 1941, somewhere in Serbia. A group of people go on a bus to Belgrade, on a journey that will change their lives forever."
38,Pariyerum Perumal,(2018),Not Rated,154 min,Drama            ,8.7,,"16,756",,"A law student from a lower caste begins a friendship with his classmate, a girl who belongs to a higher caste, and the men in her family start giving him trouble over this."
39,Toma,(2021),,140 min,"Biography, Drama, Music            ",8.7,,"11,487",,"Biopic about Toma Zdravkovic, the man who is remembered not only for his songs and the unique way he sang them, but also as a bohemian, both in his behavior and his soul."
40,"Saban, Son of Saban",(1977),,90 min,"Comedy, Crime, Mystery            ",8.7,,"18,165",,"Husamettin the commander in the army is constantly bothered by the stupidity of one of his soldiers Saban. After discharge from the army, Saban and his friend Ramazan work in a night club ...                See full summary »"
41,Peranbu,(2018),Not Rated,147 min,Drama            ,8.7,,"15,322",,"A single father tries to raise his daughter, who has cerebral palsy, even as she is beginning to wake up to her sexuality."
42,Kibar Feyzo,(1978),,83 min,"Comedy, Drama            ",8.7,,"16,755",,"A poor peasant, Feyzo returns from military service dreaming about getting married to Gülo, the love of his life. However, he has to face many obstacles. According to tradition, a man has ...                See full summary »"
43,Happy Days,(1978),,95 min,"Comedy, Drama, Family            ",8.7,,"11,536",,A mid-aged couple with 6 kids who are running a pickle shop gets divorced with 3 kids each. The family members find each other years later with a funny story.
44,The Broken Landlord,(1985),,101 min,"Comedy, Drama            ",8.7,,"15,753",,The landlord of a village in eastern Turkey decides to sell his land after a severe drought and migrates to Istanbul with his family. However the struggle for survival in the 'big city' will not be easier for them.
45,Interstellar,(2014),PG-13,169 min,"Adventure, Drama, Sci-Fi            ",8.6,74        ,"1,904,232",$188.02M,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans."
46,The Green Mile,(1999),R,189 min,"Crime, Drama, Fantasy            ",8.6,61        ,"1,332,447",$136.80M,"A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution."
47,Star Wars: Episode IV - A New Hope,(1977),PG,121 min,"Action, Adventure, Fantasy            ",8.6,90        ,"1,391,328",$322.74M,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
48,Se7en,(1995),R,127 min,"Crime, Drama, Mystery            ",8.6,65        ,"1,694,080",$100.13M,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
49,The Silence of the Lambs,(1991),R,118 min,"Crime, Drama, Thriller            ",8.6,86        ,"1,464,909",$130.74M,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
50,Saving Private Ryan,(1998),R,169 min,"Drama, War            ",8.6,91        ,"1,420,909",$216.54M,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
51,Spirited Away,(2001),PG,125 min,"Animation, Adventure, Family            ",8.6,96        ,"787,727",$10.06M,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts."
52,City of God,(2002),R,130 min,"Crime, Drama            ",8.6,79        ,"769,793",$7.56M,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."
53,Terminator 2: Judgment Day,(1991),R,137 min,"Action, Sci-Fi            ",8.6,75        ,"1,121,242",$204.84M,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her 10-year old son John from an even more advanced and powerful cyborg."
54,Life Is Beautiful,(1997),PG-13,116 min,"Comedy, Drama, Romance            ",8.6,59        ,"709,977",$57.60M,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp."
55,Seven Samurai,(1954),Not Rated,207 min,"Action, Drama            ",8.6,98        ,"352,301",$0.27M,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him."
56,It's a Wonderful Life,(1946),PG,130 min,"Drama, Family, Fantasy            ",8.6,89        ,"471,424",,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
57,Harakiri,(1962),Not Rated,133 min,"Action, Drama, Mystery            ",8.6,85        ,"60,732",,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity."
58,Sita Ramam,(2022),,163 min,"Action, Drama, Mystery            ",8.6,,"59,474",,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her."
59,A Dog's Will,(2000),,104 min,"Comedy, Drama, Fantasy            ",8.6,,"15,526",,Follows the lives of 2 poor Brazilians and their schemes to get money and the consequences of their actions.
60,"Pretty Village, Pretty Flame",(1996),,115 min,"Comedy, Drama, History            ",8.6,,"17,084",,"During the war in Bosnia, two childhood friends eventually become enemies, as the tragic and devastating circumstances of the war put them on the opposite sides and expose the most gruesome and cruel aspects of the human nature."
61,Nayakan,(1987),Not Rated,145 min,"Crime, Drama            ",8.6,,"21,029",,"A common man's struggles against a corrupt police force put him on the wrong side of the law. He becomes a don, who is loved and respected by many, but his growing power and influence exact a heavy toll."
62,The Chaos Class Is on Vacation,(1977),,97 min,"Adventure, Comedy, Drama            ",8.6,,"18,274",,Hababam Sinifi (The Chaos Class) continue to their adventures. Now first female students of the school history joins to the class and all Hababam Sinifi fight each other for them at first ...                See full summary »
63,Léon: The Professional,(1994),R,110 min,"Action, Crime, Drama            ",8.5,64        ,"1,187,083",$19.50M,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
64,Parasite,(2019),R,132 min,"Drama, Thriller            ",8.5,96        ,"851,114",$53.37M,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.
65,The Departed,(2006),R,151 min,"Crime, Drama, Thriller            ",8.5,85        ,"1,353,727",$132.38M,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
66,Gladiator,(2000),R,155 min,"Action, Adventure, Drama            ",8.5,67        ,"1,533,438",$187.71M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
67,Whiplash,(2014),R,106 min,"Drama, Music            ",8.5,89        ,"901,561",$13.09M,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
68,Back to the Future,(1985),PG,116 min,"Adventure, Comedy, Sci-Fi            ",8.5,87        ,"1,235,993",$210.61M,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown."
69,Alien,(1979),R,117 min,"Horror, Sci-Fi            ",8.5,89        ,"901,798",$78.90M,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.
70,The Prestige,(2006),PG-13,130 min,"Drama, Mystery, Sci-Fi            ",8.5,66        ,"1,362,006",$53.09M,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
71,The Lion King,(1994),G,88 min,"Animation, Adventure, Drama            ",8.5,88        ,"1,083,016",$422.78M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
72,The Usual Suspects,(1995),R,106 min,"Crime, Drama, Mystery            ",8.5,77        ,"1,102,942",$23.34M,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a random police lineup."
73,Psycho,(1960),R,109 min,"Horror, Mystery, Thriller            ",8.5,97        ,"686,477",$32.00M,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother."
74,The Pianist,(2002),R,150 min,"Biography, Drama, Music            ",8.5,85        ,"854,200",$32.57M,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.
75,American History X,(1998),R,119 min,"Crime, Drama            ",8.5,62        ,"1,141,730",$6.72M,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps."
76,The Intouchables,(2011),R,112 min,"Biography, Comedy, Drama            ",8.5,57        ,"879,941",$13.18M,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
77,Casablanca,(1942),PG,102 min,"Drama, Romance, War            ",8.5,100        ,"582,648",$1.02M,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
78,Once Upon a Time in the West,(1968),PG-13,165 min,Western            ,8.5,82        ,"336,619",$5.32M,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
79,Grave of the Fireflies,(1988),Not Rated,89 min,"Animation, Drama, War            ",8.5,94        ,"286,593",,A young boy and his little sister struggle to survive in Japan during World War II.
80,Rear Window,(1954),PG,112 min,"Mystery, Thriller            ",8.5,100        ,"501,170",$36.76M,"A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend."
81,Cinema Paradiso,(1988),R,155 min,"Drama, Romance            ",8.5,80        ,"267,947",$11.99M,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.
82,Banshee,(III) (2013),,50 min,Action            ,8.5,,"10,637",,"A thief gets out of prison after many years and decides to try and locate someone from his past. After a series of events, he ends up becoming sheriff. Now he has to face his past while in his new position as sheriff."
83,Modern Times,(1936),G,87 min,"Comedy, Drama, Romance            ",8.5,96        ,"247,934",$0.16M,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
84,City Lights,(1931),G,87 min,"Comedy, Drama, Romance            ",8.5,99        ,"188,310",$0.02M,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
85,Woman in the Dunes,(1964),Not Rated,147 min,"Drama, Thriller            ",8.5,,"21,137",,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.
86,The Best of Youth,(2003),R,366 min,"Drama, Romance            ",8.5,89        ,"22,550",$0.27M,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.
87,Jersey,(2019),Not Rated,157 min,"Drama, Sport            ",8.5,,"19,737",,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.
88,The World of Apu,(1959),Not Rated,105 min,Drama            ,8.5,,"15,429",$0.02M,This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.
89,96,(II) (2018),Not Rated,158 min,"Drama, Romance            ",8.5,,"33,075",,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.
90,Kumbalangi Nights,(2019),Not Rated,135 min,"Comedy, Drama, Romance            ",8.5,,"15,725",,"The film revolves around four brothers who share a love-hate relationship with each other. Their relationship progresses to another level when Saji, Boney, and Franky decide to help Bobby stand by his love."
91,Le Trou,(1960),Not Rated,131 min,"Crime, Drama, Thriller            ",8.5,,"19,050",$0.03M,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.
92,Sarpatta Parambarai,(2021),,173 min,"Action, Drama, Sport            ",8.5,,"23,802",,"When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?"
93,Anbe Sivam,(2003),Not Rated,160 min,"Adventure, Comedy, Drama            ",8.5,,"23,983",,"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate."
94,The Girl with the Red Scarf,(1977),,90 min,"Drama, Romance            ",8.5,,"16,366",,"Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas who is a womanizer city man, and they quickly fall in love. They get over the ...                See full summary »"
95,Operation 'Y' & Other Shurik's Adventures,(1965),TV-G,95 min,"Comedy, Crime, Drama            ",8.5,,"13,988",,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all."
96,Thalapathi,(1991),Not Rated,157 min,"Action, Crime, Drama            ",8.5,,"12,692",,An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.
97,Çöpçüler Krali,(1977),,80 min,"Comedy, Romance            ",8.5,,"20,715",,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss."
98,Gol Maal,(1979),Not Rated,120 min,"Comedy, Romance            ",8.5,,"19,501",,A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.
99,Zübük,(1980),,88 min,"Comedy, Crime, Drama            ",8.5,,"10,332",,"Zübük gets expelled from the political party that he is a member of, due to corruption. The journalist Yasar wants to make a news story about his case and investigates Zübük's doings. Yasar...                See full summary »"
100,Avengers: Endgame,(2019),PG-13,181 min,"Action, Adventure, Drama            ",8.4,78        ,"1,175,988",$858.37M,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe."
101,Spider-Man: Into the Spider-Verse,(2018),PG,117 min,"Animation, Action, Adventure            ",8.4,87        ,"561,097",$190.24M,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
102,Avengers: Infinity War,(2018),PG-13,149 min,"Action, Adventure, Sci-Fi            ",8.4,68        ,"1,119,638",$678.82M,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
103,Joker,(I) (2019),R,122 min,"Crime, Drama, Thriller            ",8.4,59        ,"1,349,731",$335.45M,"The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution."
104,Oldboy,(2003),R,120 min,"Action, Drama, Mystery            ",8.4,77        ,"595,022",$0.71M,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
105,Django Unchained,(2012),R,165 min,"Drama, Western            ",8.4,81        ,"1,596,042",$162.81M,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
106,Indiana Jones and the Raiders of the Lost Ark,(1981),PG,115 min,"Action, Adventure            ",8.4,85        ,"984,540",$248.16M,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers."
107,Apocalypse Now,(1979),R,147 min,"Drama, Mystery, War            ",8.4,94        ,"681,160",$83.47M,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.
108,The Shining,(1980),R,146 min,"Drama, Horror            ",8.4,66        ,"1,047,061",$44.02M,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
109,Come and See,(1985),Not Rated,142 min,"Drama, Thriller, War            ",8.4,,"85,482",,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."
110,The Dark Knight Rises,(2012),PG-13,164 min,"Action, Drama, Thriller            ",8.4,78        ,"1,738,652",$448.14M,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane."
111,Aliens,(1986),R,137 min,"Action, Adventure, Sci-Fi            ",8.4,84        ,"731,490",$85.16M,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring."
112,Memento,(2000),R,113 min,"Mystery, Thriller            ",8.4,81        ,"1,261,555",$25.54M,A man with short-term memory loss attempts to track down his wife's murderer.
113,Your Name.,(2016),PG,106 min,"Animation, Drama, Fantasy            ",8.4,79        ,"285,399",$5.02M,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person."
114,Capernaum,(2018),R,126 min,Drama            ,8.4,75        ,"94,873",$1.66M,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."
115,Braveheart,(1995),R,178 min,"Biography, Drama, History            ",8.4,68        ,"1,054,434",$75.60M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
116,Coco,(I) (2017),PG,105 min,"Animation, Adventure, Comedy            ",8.4,81        ,"532,117",$209.73M,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
117,WALL·E,(2008),G,98 min,"Animation, Adventure, Family            ",8.4,95        ,"1,140,689",$223.81M,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
118,Amadeus,(1984),R,160 min,"Biography, Drama, Music            ",8.4,88        ,"409,173",$51.97M,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him."
119,The Lives of Others,(2006),R,137 min,"Drama, Mystery, Thriller            ",8.4,89        ,"396,209",$11.29M,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
120,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,(1964),PG,95 min,"Comedy, War            ",8.4,97        ,"499,757",$0.28M,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop."
121,Sunset Blvd.,(1950),Passed,110 min,"Drama, Film-Noir            ",8.4,94        ,"226,556",,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.
122,Das Boot,(1981),R,149 min,"Drama, War            ",8.4,86        ,"255,343",$11.49M,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.
123,3 Idiots,(2009),PG-13,170 min,"Comedy, Drama            ",8.4,67        ,"410,157",$6.53M,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
124,Paths of Glory,(1957),Approved,88 min,"Drama, War            ",8.4,90        ,"201,927",,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."
125,Witness for the Prosecution,(1957),Approved,116 min,"Crime, Drama, Mystery            ",8.4,76        ,"129,274",$8.18M,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
