,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
313,Sunrise,(1927),Passed,94 min,"Drama, Romance            ",8.1,95        ,"52,285",$0.54M,"A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment."
314,White Heat,(1949),Not Rated,114 min,"Action, Crime, Drama            ",8.1,,"34,236",,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
315,The Virgin Spring,(1960),Not Rated,89 min,Drama            ,8.1,,"30,348",$1.53M,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
316,Raise the Red Lantern,(1991),PG,125 min,"Drama, Romance            ",8.1,,"33,891",$2.60M,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
317,Nights of Cabiria,(1957),Not Rated,110 min,Drama            ,8.1,,"50,341",$0.75M,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
318,Masaan,(2015),,109 min,Drama            ,8.1,,"29,240",,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
319,A Wednesday,(2008),Not Rated,104 min,"Action, Crime, Drama            ",8.1,,"80,141",,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
320,Rang De Basanti,(2006),Not Rated,167 min,"Comedy, Crime, Drama            ",8.1,,"120,391",$2.20M,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
321,Talvar,(2015),Not Rated,132 min,"Crime, Drama, Mystery            ",8.1,,"36,427",$0.34M,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
322,Sholay,(1975),Not Rated,162 min,"Action, Adventure, Comedy            ",8.1,,"57,010",,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
323,Bajrangi Bhaijaan,(2015),Not Rated,163 min,"Action, Adventure, Comedy            ",8.1,,"91,740",$8.18M,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
324,Udaan,(2010),Not Rated,134 min,Drama            ,8.1,,"45,828",$0.01M,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father."
325,Article 15,(2019),Not Rated,130 min,"Crime, Drama, Mystery            ",8.1,,"35,067",,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
326,Let's Go! India,(2007),Not Rated,153 min,"Drama, Family, Sport            ",8.1,68        ,"82,169",$1.11M,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
327,OMG: Oh My God!,(2012),Not Rated,125 min,"Comedy, Drama, Fantasy            ",8.1,,"60,616",$0.92M,A shopkeeper takes God to court when his shop is destroyed by an earthquake.
328,The Grand Illusion,(1937),Not Rated,113 min,"Drama, War            ",8.1,,"37,614",$0.17M,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
329,Pink,(III) (2016),Not Rated,136 min,"Crime, Drama, Thriller            ",8.1,,"46,378",$1.24M,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
330,Rififi,(1955),Not Rated,118 min,"Crime, Drama, Thriller            ",8.1,97        ,"35,538",$0.06M,"Four men plan a technically perfect crime, but the human element intervenes..."
331,Jean de Florette,(1986),PG,120 min,"Comedy, Drama            ",8.1,,"26,628",$4.94M,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
332,Tangerines,(2013),Not Rated,87 min,"Drama, War            ",8.1,73        ,"47,476",$0.14M,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
333,The Circus,(1928),Passed,72 min,"Comedy, Family, Romance            ",8.1,90        ,"34,797",,The Tramp finds work and the girl of his dreams at a circus.
334,Hera Pheri,(2000),Not Rated,156 min,"Action, Comedy, Crime            ",8.1,,"69,319",,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
335,Munna Bhai M.B.B.S.,(2003),Not Rated,156 min,"Comedy, Drama            ",8.1,,"84,419",,A gangster sets out to fulfill his father's dream of becoming a doctor.
336,The Bandit,(1996),Not Rated,128 min,"Crime, Drama, Thriller            ",8.1,,"70,821",,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover."
337,Queen,(2013),Not Rated,146 min,"Adventure, Comedy, Drama            ",8.1,,"66,980",$1.43M,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
338,Kahaani,(2012),Not Rated,122 min,"Mystery, Thriller            ",8.1,,"63,969",$1.04M,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
339,Sarfarosh,(1999),Not Rated,174 min,"Action, Drama, Thriller            ",8.1,,"26,201",,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists."
340,Black,(2005),Not Rated,122 min,Drama            ,8.1,,"35,463",$0.73M,"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world."
341,Everything's Gonna Be Great,(1998),,107 min,"Comedy, Drama, Thriller            ",8.1,,"26,243",,"When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan ...                See full summary »"
342,Anand,(1971),Not Rated,122 min,"Drama, Musical            ",8.1,,"34,395",,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
343,Guardians of the Galaxy,(2014),PG-13,121 min,"Action, Adventure, Comedy            ",8.0,76        ,"1,211,320",$333.18M,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
344,Dune,(2021),PG-13,155 min,"Action, Adventure, Drama            ",8.0,74        ,"673,295",$108.33M,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.
345,Blade Runner 2049,(2017),R,164 min,"Action, Drama, Mystery            ",8.0,81        ,"601,746",$92.05M,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
346,Black Swan,(2010),R,108 min,"Drama, Thriller            ",8.0,79        ,"787,460",$106.95M,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare."
347,The Princess Bride,(1987),PG,98 min,"Adventure, Comedy, Family            ",8.0,77        ,"435,552",$30.86M,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
348,The Avengers,(2012),PG-13,143 min,"Action, Sci-Fi            ",8.0,69        ,"1,413,935",$623.28M,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
349,CODA,(2021),PG-13,111 min,"Comedy, Drama, Music            ",8.0,72        ,"145,409",,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents."
350,Her,(2013),R,126 min,"Drama, Romance, Sci-Fi            ",8.0,91        ,"634,650",$25.57M,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
351,Deadpool,(2016),R,108 min,"Action, Comedy            ",8.0,65        ,"1,065,500",$363.07M,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
352,The Martian,(2015),PG-13,144 min,"Adventure, Drama, Sci-Fi            ",8.0,80        ,"877,656",$228.43M,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
353,La La Land,(2016),PG-13,128 min,"Comedy, Drama, Music            ",8.0,94        ,"613,884",$151.10M,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
354,Zack Snyder's Justice League,(2021),R,242 min,"Action, Adventure, Fantasy            ",8.0,54        ,"411,718",,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
355,Donnie Darko,(2001),R,113 min,"Drama, Mystery, Sci-Fi            ",8.0,88        ,"818,398",$1.48M,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
356,Sin City,(2005),R,124 min,"Crime, Thriller            ",8.0,74        ,"778,602",$74.10M,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption."
357,The Incredibles,(2004),PG,115 min,"Animation, Action, Adventure            ",8.0,90        ,"759,645",$261.44M,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
358,Dances with Wolves,(1990),PG-13,181 min,"Adventure, Drama, Western            ",8.0,72        ,"275,901",$184.21M,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
