,Movie Name,Year of Release,Watch Time (min),Genre,Movie Rating,Metascore,Votes,Gross ($M),Description
378,Network,1976,121,Drama            ,8.1,83        ,163020,,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."
379,"Paris, Texas",1984,145,Drama            ,8.1,81        ,110141,2.18,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
380,The Seventh Seal,1957,96,Drama,8.1,88        ,189317,,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
381,The Iron Giant,1999,86,Animation,8.1,85        ,207720,23.16,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
382,Amores Perros,2000,154,Drama,8.1,83        ,244856,5.38,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
383,Hotel Rwanda,2004,121,Biography,8.1,79        ,361209,23.53,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
384,The Bridge on the River Kwai,1957,161,Adventure,8.1,87        ,225108,44.91,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
385,Persona,1966,83,Drama,8.1,86        ,123137,,A nurse is put in charge of a mute actress and finds that their personae are melding together.
386,In the Name of the Father,1993,133,Biography,8.1,84        ,179373,25.01,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
387,The Man Who Shot Liberty Valance,1962,123,Drama,8.1,94        ,78737,,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.
388,All Quiet on the Western Front,1930,152,Drama,8.1,91        ,65333,3.27,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
389,Rebecca,1940,130,Drama,8.1,86        ,140446,4.36,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
390,Neon Genesis Evangelion: The End of Evangelion,1997,87,Animation,8.1,,58171,,Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).
391,The Third Man,1949,93,Film-Noir,8.1,97        ,174975,0.45,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
392,Mary and Max,2009,92,Animation,8.1,,180369,,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
393,Paper Moon,1973,102,Comedy,8.1,77        ,49524,30.93,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
394,On the Waterfront,1954,108,Crime,8.1,91        ,158146,9.60,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
395,The Celebration,1998,105,Drama            ,8.1,82        ,89731,1.65,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
396,The Miracle Worker,1962,106,Biography,8.1,83        ,19496,5.45,The story of Anne Sullivan's struggle to teach the blind and deaf Helen Keller how to communicate.
397,PK,2014,153,Comedy,8.1,,192534,10.62,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.
398,The Best Years of Our Lives,1946,170,Drama,8.1,93        ,66840,23.65,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
399,Three Colors: Red,1994,99,Drama,8.1,100        ,106053,4.04,A model discovers a retired judge is keen on invading people's privacy.
400,Bajrangi Bhaijaan,2015,163,Action,8.1,,91589,8.18,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
401,The Grapes of Wrath,1940,129,Drama            ,8.1,96        ,95851,0.06,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
402,It Happened One Night,1934,105,Comedy,8.1,87        ,106908,4.36,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
403,The 400 Blows,1959,99,Crime,8.1,,121695,,"A young boy, left without attention, delves into a life of petty crime."
404,Sholay,1975,162,Action,8.1,,56958,,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
405,Wild Strawberries,1957,91,Drama,8.1,88        ,109701,,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
406,Miracle in Cell No. 7,2013,127,Comedy,8.1,,21610,,A story about the love between a mentally-ill father and his lovingly adorable daughter.
407,Fanny and Alexander,1982,188,Drama            ,8.1,100        ,65315,4.97,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."
408,The Battle of Algiers,1966,121,Drama,8.1,96        ,62198,0.06,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
409,The Message,1976,177,Biography,8.1,,48916,,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
410,Yi Yi: A One and a Two...,2000,173,Drama,8.1,94        ,26076,1.14,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
411,A Woman Under the Influence,1974,155,Drama,8.1,88        ,26637,13.34,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
412,Winter Sleep,2014,196,Drama            ,8.1,88        ,52958,0.17,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.
413,Mr. Smith Goes to Washington,1939,129,Comedy,8.1,73        ,117370,9.60,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
414,The Red Shoes,1948,135,Drama,8.1,,36690,10.90,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
415,The Hidden Fortress,1958,126,Action,8.1,89        ,40325,,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
416,Andrei Rublev,1966,205,Biography,8.1,,55057,0.10,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
417,Farewell My Concubine,1993,171,Drama,8.1,83        ,30685,5.22,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
418,Lagaan: Once Upon a Time in India,2001,224,Drama,8.1,84        ,116721,0.07,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
419,Inherit the Wind,1960,128,Biography,8.1,75        ,31324,,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
420,Wolf Children,2012,117,Animation,8.1,71        ,46713,,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
421,Throne of Blood,1957,110,Drama            ,8.1,,53674,,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
422,Diabolique,1955,117,Crime,8.1,,67230,1.09,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
423,Underground,1995,167,Comedy,8.1,79        ,59529,0.17,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate."
424,The General,1926,67,Action,8.1,,93604,1.03,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
425,A Moment to Remember,2004,117,Drama,8.1,,24664,,A young couple's enduring love is tested when 27-year-old Su-jin is diagnosed with a rare form of Alzheimer's disease.
426,Army of Shadows,1969,145,Drama,8.1,99        ,24567,0.74,An account of underground resistance fighters in Nazi-occupied France.
427,Dil Chahta Hai,2001,183,Comedy,8.1,,73655,0.30,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
428,Rang De Basanti,2006,167,Comedy,8.1,,120321,2.20,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
429,Sunrise,1927,94,Drama,8.1,95        ,52221,0.54,"A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment."
430,The Virgin Spring,1960,89,Drama            ,8.1,,30295,1.53,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
431,Love Today,2022,154,Comedy,8.1,,13353,,"Two young lovers, who are made to exchange their phones for a day and what happens due to that."
432,The Twilight Samurai,2002,129,Drama,8.1,82        ,24528,,"As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing clan loyalties, 2 young daughters, an aged mother, and the sudden reappearance of his childhood sweetheart."
433,White Heat,1949,114,Action,8.1,,34183,,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
434,Let's Go! India,2007,153,Drama,8.1,68        ,82099,1.11,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
435,Barfi!,2012,151,Comedy,8.1,,83829,2.80,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
436,Raise the Red Lantern,1991,125,Drama,8.1,,33840,2.60,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
437,Masaan,2015,109,Drama            ,8.1,,29197,,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
438,Queen,2013,146,Adventure,8.1,,66932,1.43,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
439,The Gold Rush,1925,95,Adventure,8.1,,113580,5.45,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
440,Autumn Sonata,1978,99,Drama,8.1,,35722,,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
441,Time of the Gypsies,1988,142,Comedy,8.1,,31625,0.28,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
442,Talvar,2015,132,Crime,8.1,,36377,0.34,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
443,Nights of Cabiria,1957,110,Drama            ,8.1,,50277,0.75,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
444,The Heiress,1949,115,Drama,8.1,,16408,,A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.
445,A Wednesday,2008,104,Action,8.1,,80078,,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
446,Ace in the Hole,1951,111,Drama,8.1,72        ,37324,3.97,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
447,Udaan,2010,134,Drama            ,8.1,,45792,0.01,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father."
448,A Short Film About Love,1988,87,Drama,8.1,,24617,,"A naive inexperienced young man spies on a woman who lives across the courtyard, and falls in love with her. He starts using tricks which he hopes will lead to them meeting."
449,Rififi,1955,118,Crime,8.1,97        ,35498,0.06,"Four men plan a technically perfect crime, but the human element intervenes..."
450,Where Is the Friend's House?,1987,83,Drama,8.1,,16488,,"Eight-year-old Ahmed has mistakenly taken his friend Mohammad's notebook. He wants to return it, or else his friend will be expelled from school. The boy determinedly sets out to find Mohammad's home in the neighbouring village."
451,Pink,2016,136,Crime,8.1,,46333,1.24,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
452,Safety Last!,1923,74,Action,8.1,,21587,1.36,A boy leaves his small country town and heads to the big city to get a job. As soon as he makes it big his sweetheart will join him and marry him. His enthusiasm to get ahead leads to some interesting adventures.
453,Tangerines,2013,87,Drama,8.1,73        ,47436,0.14,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
454,Major,2022,150,Action,8.1,,30266,,"Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009."
455,Article 15,2019,130,Crime,8.1,,35003,,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
456,The Grand Illusion,1937,113,Drama,8.1,,37578,0.17,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
457,A Special Day,1977,106,Drama            ,8.1,,14824,,"Two neighbors, a persecuted journalist and a resigned housewife, meet during Hitler's visit to Italy in May 1938."
458,Viridiana,1961,91,Drama            ,8.1,,25114,,"Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior."
459,Jean de Florette,1986,120,Comedy,8.1,,26598,4.94,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
460,Faust,1926,107,Drama,8.1,,15842,,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.
461,Hera Pheri,2000,156,Action,8.1,,69205,,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
462,Hridayam,2022,172,Drama,8.1,,13459,,"The emotional journey of Arun, his carefree bachelor days in engineering college, and how he matures through various phases of life."
463,A Christmas Carol,1951,86,Drama,8.1,,24248,,"Ebenezer Scrooge, a curmudgeonly, miserly businessman, has no time for sentimentality and largely views Christmas as a waste of time. However, this Christmas Eve he will be visited by three spirits who will show him the errors of his ways."
464,Omkara,2006,155,Action,8.1,,21252,0.79,A politically-minded enforcer's misguided trust in his lieutenant leads him to suspect his wife of infidelity in this adaptation of Shakespeare's 'Othello'.
465,Section 375,2019,124,Crime,8.1,,16648,,"A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence."
466,Munna Bhai M.B.B.S.,2003,156,Comedy,8.1,,84323,,A gangster sets out to fulfill his father's dream of becoming a doctor.
467,Kahaani,2012,122,Mystery,8.1,,63923,1.04,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
468,Greed,1924,140,Drama,8.1,,10341,0.16,The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved.
469,Black,2005,122,Drama            ,8.1,,35444,0.73,"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world."
470,Jo Jeeta Wohi Sikandar,1992,174,Comedy,8.1,,23717,,"A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race."
471,Moscow Does Not Believe in Tears,1980,150,Comedy,8.1,,13545,2.50,"Three young provincial women come to Moscow in search of what people in all the capitals of the world are looking for - love, happiness and prosperity. Their destinies develop exactly as the character of each of the girls suggests."
472,The Circus,1928,72,Comedy,8.1,90        ,34746,,The Tramp finds work and the girl of his dreams at a circus.
473,OMG: Oh My God!,2012,125,Comedy,8.1,,60546,0.92,A shopkeeper takes God to court when his shop is destroyed by an earthquake.
474,Innocence,1997,110,Drama            ,8.1,,18252,,Yusuf is released from prison after serving a ten-year sentence. He is scared of life outside as he goes to an address given to him by another prisoner.
475,The Bandit,1996,128,Crime,8.1,,70787,,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover."
476,Dara of Jasenovac,2020,130,Drama,8.1,,81368,0.05,Follows the story of a young girl named Dara who is sent to a concentration camp in Croatia during World War 2.
477,The Color of Paradise,1999,90,Drama,8.1,80        ,17695,1.81,"The story of Mohammed, a blind Iranian boy and his father, Hashem, who is always oscillating between accepting his son as he is and abandoning him, as he represents a burden for him, after the loss of his wife."
478,Bombay,1995,130,Drama,8.1,,13144,,"A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart."
479,Day of Wrath,1943,110,Drama,8.1,,10631,,The young wife of an aging priest falls in love with his son amidst the horror of a merciless witch hunt in 17th-century Denmark.
480,The Tashkent Files,2019,134,Drama,8.1,,34800,,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated."
481,Thuppakki,2012,165,Action,8.1,,35856,,An army captain is on a mission to track down and destroy a terrorist gang and deactivate the sleeper cells under its command.
482,Sarfarosh,1999,174,Action,8.1,,26178,,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists."
483,Everything's Gonna Be Great,1998,107,Comedy,8.1,,26219,,"When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan ...                See full summary »"
484,The Legend of Bhagat Singh,2002,155,Action,8.1,,16831,,The story of a young revolutionary who raised an armed resistance against the British rule in India.
485,Anand,1971,122,Drama,8.1,,34371,,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
486,Day of the Wacko,2002,93,Comedy,8.1,,10942,,24 hours in the bitter life of a frustrated divorced teacher who stays in the vicious circle of his numerous obsessions.
487,Ghilli,2004,160,Action,8.1,,15466,,"Velu, an aspiring kabaddi player, goes to Madurai to participate in a regional match, where he rescues Dhanalakshmi from Muthupandi, a powerful man keen on marrying the girl against her will."
488,Roja,1992,137,Drama,8.1,,13240,,"A woman from a village in Tamil Nadu marries a sophisticated city dweller and moves with him to Kashmir, where all is rosy - until he gets kidnapped by militants."
489,Kaththi,2014,166,Action,8.1,,28264,,A case of mistaken identity embroils an escaped convict in a fight against a large corporation intent on seizing a village's land.
490,Pardon,2005,99,Comedy,8.1,,22082,,"Based on a true event, the film tells the tragicomic story of three friends who end up in prison when they are mistaken as members of a terrorist organization."
491,Indian,1996,185,Action,8.1,,13121,,A veteran freedom fighter enraged with the rising crime and corruption in the society murders all the wrong doers one by one using an ancient martial arts technique.
492,Iqbal,2005,132,Drama,8.1,,17290,,"Iqbal, the deaf and mute son of a farmer, has a passion for the game of cricket and seeks the tutelage of a washed-up, alcoholic ex-player."
493,Dune,2021,155,Action,8.0,74        ,668086,108.33,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.
494,Guardians of the Galaxy,2014,121,Action,8.0,76        ,1203577,333.18,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
495,Blade Runner 2049,2017,164,Action,8.0,81        ,599679,92.05,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
496,Black Swan,2010,108,Drama,8.0,79        ,786290,106.95,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake""."
497,The Martian,2015,144,Adventure,8.0,80        ,876111,228.43,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
498,Deadpool,2016,108,Action,8.0,65        ,1063285,363.07,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
499,The Princess Bride,1987,98,Adventure,8.0,77        ,435045,30.86,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
500,Her,2013,126,Drama,8.0,91        ,633236,25.57,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
501,Donnie Darko,2001,113,Drama,8.0,88        ,817331,1.48,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
502,Zack Snyder's Justice League,2021,242,Action,8.0,54        ,410707,,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
503,The Avengers,2012,143,Action,8.0,69        ,1411853,623.28,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
504,La La Land,2016,128,Comedy,8.0,94        ,612507,151.10,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
505,Zootopia,2016,108,Animation,8.0,78        ,514195,341.27,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
506,Casino Royale,2006,144,Action,8.0,80        ,669400,167.45,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
507,The Incredibles,2004,115,Animation,8.0,90        ,758153,261.44,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
508,Sin City,2005,124,Crime,8.0,74        ,778017,74.10,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption."
509,Dances with Wolves,1990,181,Adventure,8.0,72        ,275272,184.21,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
510,CODA,2021,111,Comedy,8.0,72        ,144655,,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents."
511,Scent of a Woman,1992,156,Drama            ,8.0,59        ,308464,63.90,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
512,Groundhog Day,1993,101,Comedy,8.0,72        ,648506,70.91,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right."
513,The Revenant,2015,156,Action,8.0,76        ,825116,183.64,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
514,The Imitation Game,2014,114,Biography,8.0,71        ,786830,91.13,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
515,Rain Man,1988,133,Drama            ,8.0,65        ,525389,178.80,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
516,The Graduate,1967,106,Comedy,8.0,83        ,279255,104.95,A disillusioned college graduate finds himself torn between his older lover and her daughter.
517,Planet of the Apes,1968,112,Adventure,8.0,79        ,184759,33.40,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.
518,12 Monkeys,1995,129,Mystery,8.0,74        ,628104,57.14,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
519,Aladdin,1992,90,Animation,8.0,86        ,434396,217.35,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
520,The Bourne Ultimatum,2007,115,Action,8.0,85        ,643015,227.47,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
521,Soul,2020,100,Animation,8.0,83        ,343393,,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
522,Dog Day Afternoon,1975,125,Biography,8.0,86        ,262999,50.00,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
523,Big Fish,2003,125,Adventure,8.0,58        ,447411,66.26,A frustrated son tries to determine the fact from fiction in his dying father's life.
524,Beauty and the Beast,1991,84,Animation,8.0,95        ,463108,218.97,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
525,Blood Diamond,2006,143,Adventure,8.0,64        ,562180,57.37,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
526,The Pursuit of Happyness,2006,117,Biography,8.0,64        ,528664,163.57,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.
527,Magnolia,1999,188,Drama            ,8.0,78        ,318711,22.46,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley."
528,Kill Bill: Vol. 2,2004,137,Action,8.0,83        ,771849,66.21,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
529,Slumdog Millionaire,2008,120,Crime,8.0,84        ,857318,141.32,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
530,Perfect Blue,1997,81,Animation,8.0,67        ,82937,0.78,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
531,Akira,1988,124,Animation,8.0,67        ,192805,0.55,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
532,The Invisible Guest,2016,106,Crime,8.0,,182176,,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
533,JFK,1991,189,Drama,8.0,72        ,161417,70.41,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
534,The King's Speech,2010,118,Biography,8.0,88        ,690589,138.80,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
535,Rosemary's Baby,1968,137,Drama,8.0,96        ,222887,,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors."
536,Do the Right Thing,1989,120,Comedy,8.0,93        ,105796,27.55,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
537,Dogville,2003,178,Crime,8.0,59        ,152565,1.53,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
538,Young Frankenstein,1974,106,Comedy            ,8.0,83        ,162381,86.30,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."
539,Lion,2016,118,Biography,8.0,69        ,242077,51.74,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
540,Butch Cassidy and the Sundance Kid,1969,110,Biography,8.0,66        ,220301,102.31,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia."
541,Life of Brian,1979,94,Comedy            ,8.0,77        ,407810,20.05,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
542,Chungking Express,1994,102,Comedy,8.0,78        ,87254,0.60,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
543,Rio Bravo,1959,141,Drama,8.0,93        ,64839,12.54,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
544,Ip Man,2008,106,Action,8.0,59        ,227868,,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
545,The Maltese Falcon,1941,100,Crime,8.0,97        ,161873,2.11,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
