,Movie Name,Year of Release,Watch Time (min),Genre,Movie Rating,Metascore,Votes,Gross ($M),Description
6160,Single White Female,1992,107,Drama,6.4,63        ,39414,47.92,A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.
6161,Robots,2005,91,Animation,6.4,64        ,153497,128.20,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management."
6162,Star Trek: The Motion Picture,1979,143,Adventure,6.4,50        ,92963,82.26,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it."
6163,Star Trek: Nemesis,2002,116,Action,6.4,51        ,81409,43.25,"The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty. Captain Picard and his crew discover a serious threat to the Federation once Praetor Shinzon plans to attack Earth."
6164,The Sadness,2021,99,Horror            ,6.4,68        ,14917,,"A young couple trying to reunite amid a city ravaged by a plague that turns its victims into deranged, bloodthirsty sadists."
6165,The Three Musketeers,1993,105,Action,6.4,43        ,56813,53.90,"France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country."
6166,Tale of Tales,2015,134,Drama,6.4,72        ,29718,0.08,"From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile."
6167,The Game Plan,2007,110,Comedy,6.4,44        ,97738,90.65,An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.
6168,Happy Feet,2006,108,Animation,6.4,77        ,192022,198.00,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
6169,The Taking of Pelham 123,2009,106,Action,6.4,55        ,201717,65.45,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime."
6170,Hot Tub Time Machine,2010,101,Comedy,6.4,63        ,179605,50.29,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born."
6171,Hancock,2008,92,Action,6.4,49        ,493723,227.95,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
6172,Ace Ventura: When Nature Calls,1995,90,Adventure,6.4,45        ,224172,108.39,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
6173,Minions,2015,91,Animation,6.4,56        ,246207,336.05,"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
6174,He's Just Not That Into You,2009,129,Comedy,6.4,47        ,177312,93.95,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.
6175,Savages,2012,131,Action,6.4,59        ,132163,47.38,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
6176,Pain & Gain,2013,129,Action,6.4,45        ,222063,49.88,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.
6177,Along Came a Spider,2001,104,Drama,6.4,42        ,91392,74.08,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner."
6178,Revenge,2017,108,Action,6.4,81        ,45469,0.10,"Never take your mistress on an annual guys' getaway, especially one devoted to hunting - a violent lesson for three wealthy married men."
6179,Weekend at Bernie's,1989,97,Adventure,6.4,32        ,59431,30.22,"Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off."
6180,The Goldfinch,2019,149,Drama            ,6.4,40        ,24908,5.33,"A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime."
6181,Pitch Perfect 2,2015,115,Comedy,6.4,63        ,162385,184.30,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform."
6182,Need for Speed,2014,132,Action,6.4,39        ,173907,43.58,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
6183,Turbo,2013,96,Animation,6.4,58        ,102877,83.03,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.
6184,Last Action Hero,1993,130,Action,6.4,44        ,156508,50.02,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character."
6185,Accepted,2006,93,Comedy            ,6.4,47        ,135767,36.32,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown."
6186,Now You See Me 2,2016,129,Action,6.4,46        ,301783,65.08,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
6187,Solace,2015,101,Crime,6.4,36        ,65572,,Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.
6188,The Ugly Truth,2009,96,Comedy,6.4,28        ,223808,88.92,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.
6189,Dinosaur,2000,82,Animation,6.4,56        ,63641,137.75,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.
6190,Twilight Zone: The Movie,1983,101,Horror,6.4,44        ,39356,29.50,"Four horror and science fiction segments, directed by four famous directors, each of them being a new version of a classic story from Rod Serling's landmark television series."
6191,The World Is Not Enough,1999,128,Action,6.4,57        ,204569,126.94,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
6192,Lord of the Flies,1990,90,Adventure,6.4,49        ,31890,13.99,"Stranded on an island, a group of schoolboys degenerate into savagery."
6193,National Lampoon's Van Wilder,2002,92,Comedy,6.4,26        ,112246,21.01,The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.
6194,No Sudden Move,2021,115,Crime,6.4,76        ,37504,,A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.
6195,What Women Want,2000,127,Comedy,6.4,47        ,213352,182.81,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking."
6196,The DUFF,2015,101,Comedy,6.4,56        ,97611,34.02,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts."
6197,Before I Fall,2017,98,Drama,6.4,58        ,54499,12.24,"February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing."
6198,Mayhem,2017,86,Action,6.4,62        ,23239,,A virus spreads through an office complex causing white-collar workers to act out their worst impulses.
6199,She's Out of My League,2010,104,Comedy,6.4,46        ,139956,31.58,"An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship."
6200,Shortbus,2006,101,Comedy,6.4,64        ,34427,1.99,"A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality."
6201,Chained,2012,94,Crime,6.4,,18614,,A young man held prisoner by a cab-driving serial killer must make a life or death choice between following in his captor's footsteps or breaking free.
6202,Death Race,2008,105,Action,6.4,43        ,213111,36.32,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.
6203,The Housemaid,2010,107,Drama,6.4,68        ,11658,0.15,A man's affair with his family's housemaid leads to dark consequences.
6204,The Personal History of David Copperfield,2019,119,Comedy,6.4,77        ,21181,,A modern take on Charles Dickens's classic tale of a young orphan who is able to triumph over many obstacles.
6205,Rat Race,2001,112,Action,6.4,52        ,119186,56.62,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money."
6206,Star Trek: Insurrection,1998,103,Action,6.4,64        ,77156,70.12,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
6207,Hell House LLC,2015,93,Horror,6.4,,18058,,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened."
6208,Behind Enemy Lines,2001,106,Action,6.4,49        ,108610,59.07,"A disillusioned pilot shot down over war-torn Bosnia goes on the run from the local military and an assassin, as his commanding officer risks all to save him."
6209,Stand Up Guys,2012,95,Comedy,6.4,41        ,56517,3.30,A pair of aging stickup men try to get the old gang back together for one last hurrah before one of the guys takes his last assignment - to kill his comrade.
6210,Spanglish,2004,131,Comedy,6.4,48        ,86265,42.73,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife."
6211,Predators,2010,107,Action,6.4,51        ,236351,52.00,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.
6212,17 Again,2009,102,Comedy,6.4,48        ,207279,64.17,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.
6213,Faster,2010,98,Action,6.4,44        ,109666,23.24,An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.
6214,Hot Summer Nights,2017,107,Crime,6.4,44        ,20772,,"In 1991, a sheltered teenage boy comes of age during a wild summer he spends on Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head."
6215,Monsters vs. Aliens,2009,94,Animation,6.4,56        ,168397,198.35,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
6216,Colombiana,2011,108,Action,6.4,45        ,103839,36.67,A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.
6217,The Woman in Black,2012,95,Drama,6.4,62        ,187421,54.33,A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.
6218,A Dangerous Method,2011,99,Biography,6.4,76        ,105783,5.70,A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.
6219,The Great Gatsby,1974,144,Drama,6.4,43        ,25763,6.74,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love."
6220,The Sum of All Fears,2002,124,Action,6.4,45        ,119998,118.91,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland."
6221,The Frozen Ground,2013,105,Crime,6.4,37        ,64914,,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.
6222,Cyrano,2021,123,Drama,6.4,66        ,13121,,"Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters."
6223,Horns,2013,120,Comedy,6.4,46        ,85463,0.16,"In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his forehead."
6224,Peggy Sue Got Married,1986,103,Comedy,6.4,75        ,38966,41.38,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school."
6225,The Lone Ranger,2013,150,Action,6.4,37        ,238777,89.30,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
6226,The Hot Spot,1990,130,Crime,6.4,56        ,12663,1.29,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities - and the local women - after he robs a bank."
6227,The Angry Birds Movie 2,2019,97,Animation,6.4,60        ,31818,41.66,The flightless birds and scheming green pigs take their feud to the next level.
6228,So I Married an Axe Murderer,1993,93,Comedy,6.4,54        ,40769,11.59,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.
6229,Shaft,2019,111,Action,6.4,40        ,55837,21.36,"JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death."
6230,City of Ember,2008,90,Adventure,6.4,58        ,67643,7.87,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker."
6231,A Midsummer Night's Dream,1999,116,Comedy,6.4,61        ,26174,16.07,"Lovers' lives are complicated by city law, feuding faerie royalty, and... love."
6232,The Number 23,2007,98,Crime,6.4,,206823,35.19,"Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise."
6233,Kill List,2011,95,Action,6.4,67        ,42651,0.03,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness."
6234,The Freshman,1990,102,Comedy,6.4,78        ,21219,21.46,"An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty."
6235,Gonjiam: Haunted Asylum,2018,95,Horror            ,6.4,,11613,0.12,The crew of a horror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.
6236,Wendell & Wild,2022,105,Animation,6.4,69        ,10660,,"Two scheming demon brothers, Wendell and Wild, enlist the aid of 13-year-old Kat Elliot to summon them to the Land of the Living."
6237,Let's Be Cops,2014,104,Action,6.4,30        ,136854,82.39,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line."
6238,Urban Cowboy,1980,132,Drama,6.4,61        ,15795,53.30,Bud is a young man from the country who learns about life and love in a Houston bar.
6239,The Jackal,1997,124,Action,6.4,36        ,120304,54.93,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job."
6240,Kickboxer,1989,97,Action,6.4,33        ,57754,14.70,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.
6241,Keeping the Faith,2000,128,Comedy,6.4,60        ,52562,37.05,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance."
6242,The Lucky One,2012,101,Drama,6.4,39        ,110874,60.46,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.
6243,The First Wives Club,1996,103,Comedy            ,6.4,58        ,51303,105.49,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women."
6244,Live by Night,2016,129,Action,6.4,49        ,58455,10.38,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan."
6245,Hardball,2001,106,Comedy,6.4,48        ,32345,40.22,A gambling addict and ticket scalper living an aimless life reluctantly agrees to coach a Little League team from the Chicago projects as part of a loan agreement.
6246,DragonHeart,1996,103,Action,6.4,49        ,99432,51.37,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality."
6247,Fright Night,2011,106,Comedy,6.4,64        ,109463,18.30,"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?"
6248,The Raven,2012,110,Crime,6.4,44        ,86858,16.01,"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality."
6249,The Good Son,1993,87,Drama,6.4,45        ,43183,44.59,"A young boy stays with his aunt and uncle and becomes friends with his cousin, a boy of the same age who shows increasing signs of violent and psychopathic behavior."
6250,Monsters,2010,94,Adventure,6.4,63        ,94411,0.24,"Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border."
6251,Always,1989,122,Drama,6.4,50        ,31589,43.86,The spirit of a recently deceased expert pilot mentors a newer pilot while watching him fall in love with the girlfriend that he left behind.
6252,Little Giants,1994,107,Comedy,6.4,,29603,19.29,"Misfits form their own opposing team to an elite peewee football team, coached by the elite team coach's brother."
6253,Gremlins 2: The New Batch,1990,106,Comedy,6.4,69        ,107678,41.48,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper."
6254,The Space Between Us,2017,120,Drama,6.4,33        ,54493,7.89,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street-smart girl to discover how he came to be."
6255,When We First Met,2018,97,Comedy,6.4,36        ,51222,,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things."
6256,Killer Elite,2011,116,Action,6.4,44        ,132689,25.12,"When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for his sons' deaths."
6257,The Assistant,2019,87,Drama            ,6.4,79        ,23969,,"A searing look at a day in the life of an assistant to a powerful executive. As Jane follows her daily routine, she grows increasingly aware of the insidious abuse that threatens every aspect of her position."
6258,Black and Blue,2019,108,Action,6.4,54        ,25125,22.06,A rookie New Orleans police officer is forced to balance her identity as a black woman after she witnesses two corrupt cops committing murder.
6259,The Purge: Anarchy,2014,103,Action,6.4,50        ,156289,71.96,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs."
6260,Phenomenon,1996,123,Drama,6.4,41        ,81400,104.64,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
6261,The Grinch,2018,85,Animation,6.4,51        ,77754,270.62,A grumpy Grinch plots to ruin Christmas for the village of Whoville.
6262,The Slammin' Salmon,2009,99,Comedy            ,6.4,40        ,14821,0.04,The owner of a Miami restaurant indebted to the mob institutes a contest to see what waiter can earn the most money in one night.
6263,Explorers,1985,109,Adventure,6.4,58        ,22792,9.87,"A boy obsessed with '50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it and build themselves a spaceship. Now what?"
6264,Fat Girl,2001,86,Drama            ,6.4,77        ,12262,0.72,Two sisters confront their sexual attitudes and experiences while on a family holiday.
6265,Repo! The Genetic Opera,2008,98,Horror,6.4,32        ,25710,0.14,"A worldwide epidemic encourages a biotech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however."
6266,White Bird in a Blizzard,2014,91,Drama,6.4,51        ,29194,0.03,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears."
6267,Daybreakers,2009,98,Action,6.4,57        ,131454,30.10,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind."
6268,The People Under the Stairs,1991,102,Comedy,6.4,57        ,36981,24.20,"Two adults and a juvenile break into a house occupied by a brother and sister and their stolen children. There, they must fight for their lives."
6269,Blue Thunder,1983,109,Action,6.4,66        ,22204,42.31,The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle.
6270,Baby Boy,2001,130,Crime,6.4,55        ,15568,28.73,"In South Central L.A., a misguided 20-year-old African-American man, a ""baby boy"", faces the commitments of real life."
6271,Sputnik,2020,113,Drama,6.4,61        ,25467,,The lone survivor of an enigmatic spaceship incident hasn't returned home alone - hiding inside his body is a dangerous creature.
6272,Silver Bullet,1985,95,Horror            ,6.4,26        ,29400,5.40,"In a small town, brutal killings start to plague the close knit community. Marty Coslaw, a paraplegic boy, is convinced the murders are the doings of a werewolf."
6273,The Messenger: The Story of Joan of Arc,1999,148,Adventure,6.4,54        ,68040,14.28,A young girl receives a vision that drives her to rid France of its oppressors.
6274,Brainstorm,1983,106,Sci-Fi,6.4,57        ,12434,8.90,"Researchers develop a system where they can jump into people's minds. But when people involved bring their personal problems into the equation, it becomes dangerous - perhaps deadly."
6275,The Iron Lady,2011,105,Biography,6.4,52        ,111321,30.02,"An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene."
6276,Cake,2014,102,Drama            ,6.4,49        ,38091,1.87,"The acerbic, hilarious Claire Bennett becomes fascinated by the suicide of a woman in her chronic pain support group. As she uncovers the details of Nina's suicide and develops a poignant relationship with Nina's husband, she also grapples with her own, very raw personal tragedy."
6277,The Mountain Between Us,2017,112,Drama,6.4,48        ,77815,30.35,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness."
6278,How to Lose Friends & Alienate People,2008,110,Biography,6.4,35        ,70208,2.78,A British writer struggles to fit in at a high-profile magazine in New York City.
6279,Compliance,2012,90,Crime,6.4,68        ,35891,0.32,"A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on."
6280,Less Than Zero,1987,98,Crime,6.4,48        ,21059,12.40,"A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit."
6281,Session 9,2001,97,Drama,6.4,58        ,60529,0.38,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.
6282,The Secret Life of Pets 2,2019,86,Animation,6.4,55        ,64927,158.87,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day."
6283,I Still Believe,2020,116,Biography,6.4,41        ,12666,,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.
6284,"Jamón, Jamón",1992,95,Comedy,6.4,,14329,0.94,"When a mother disapproves of her son's lover, she hires an underwear model and former bullfighter to seduce her away."
6285,Act of Valor,2012,110,Action,6.4,40        ,70252,70.01,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.
6286,Injustice,2021,78,Animation,6.4,,14049,,"On an alternate Earth, the Joker tricks Superman into killing Lois Lane, which causes a rampage in the hero. Superman decides to take control of Earth; Batman and his allies will have to attempt to stop him."
6287,New Nightmare,1994,112,Fantasy,6.4,64        ,60920,18.09,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?
6288,The Siege,1998,116,Action,6.4,53        ,75158,40.98,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
6289,Spies Like Us,1985,102,Adventure,6.4,22        ,51213,60.09,"Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for Nuclear War."
6290,Snitch,2013,112,Action,6.4,51        ,90225,42.93,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal."
6291,In & Out,1997,90,Comedy,6.4,70        ,42774,63.86,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.
6292,Mr. Bean's Holiday,2007,90,Comedy,6.4,56        ,129313,33.30,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling, and true love."
6293,The Mothman Prophecies,2002,119,Drama,6.4,52        ,82251,35.75,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities."
6294,On the Rocks,2020,96,Comedy,6.4,73        ,33799,,A young mother reconnects with her larger-than-life playboy father on an adventure through New York.
6295,Parkland,2013,93,Drama,6.4,51        ,16809,0.65,A recounting of the chaotic events that occurred at Dallas' Parkland Memorial Hospital on the day President John F. Kennedy was assassinated.
6296,It Could Happen to You,1994,101,Comedy,6.4,64        ,41638,37.80,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.
6297,Hellbound: Hellraiser II,1988,97,Horror,6.4,41        ,52931,11.09,"Kirsty is brought to an institution after the horrible events of Hellraiser (1987), where the occult-obsessive head doctor resurrects Julia and unleashes the Cenobites and their demonic underworld."
6298,The General's Daughter,1999,116,Crime,6.4,47        ,61486,102.71,"When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point."
6299,Basic,2003,98,Action,6.4,34        ,64402,26.54,A D.E.A. Agent investigates the disappearance of a legendary Army Ranger Drill Sergeant and several of his cadets during a training exercise gone severely awry.
6300,A Bigger Splash,2015,125,Drama,6.4,74        ,31396,1.98,A famous rock star's vacation in Italy with her boyfriend is disrupted by the unexpected visit of an old friend and his daughter.
6301,The Money Pit,1986,91,Comedy            ,6.4,49        ,59089,37.50,A young couple struggles to repair a hopelessly dilapidated house.
6302,Europa Report,2013,90,Adventure,6.4,68        ,72916,0.13,An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.
6303,Tin Cup,1996,135,Comedy,6.4,60        ,51742,53.85,A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.
6304,War Room,2015,120,Drama            ,6.4,26        ,15433,67.79,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman."
6305,Under Suspicion,2000,110,Crime,6.4,43        ,26674,0.26,"A wealthy attorney in San Juan comes to the police station for ""10 minutes"" of follow-up questions to finding a 12-year-old girl's body in a park. Another young girl was also raped and murdered weeks earlier and the evidence points to him."
6306,The Survivalist,2015,104,Drama,6.4,80        ,17943,,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened."
6307,Chappaquiddick,2017,106,Biography,6.4,67        ,14004,17.40,"Depicting Ted Kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist, Mary Jo Kopechne."
6308,Shivers,1975,87,Horror,6.4,58        ,22100,,"The residents of a suburban high-rise apartment building are being infected by a strain of parasites that turn them into mindless, sex-crazed fiends out to infect others by the slightest sexual contact."
6309,Here Comes the Boom,2012,105,Action,6.4,40        ,93315,45.29,A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.
6310,Beauty and the Beast,2014,112,Drama,6.4,39        ,21664,,An unexpected romance blooms after the the youngest daughter of a merchant who has fallen on hard times offers herself to the mysterious beast to which her father has become indebted.
6311,The Awakening,2011,102,Drama,6.4,53        ,67662,,"In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves."
6312,Child 44,2015,137,Crime,6.4,41        ,72907,1.21,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.
6313,Brokedown Palace,1999,100,Drama,6.4,44        ,23383,10.11,Two women are arrested for smuggling while vacationing in Thailand.
6314,The Jazz Singer,1927,88,Drama,6.4,66        ,10543,7.63,The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.
6315,From Paris with Love,2010,92,Action,6.4,42        ,119180,23.98,"In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city."
6316,Unsane,2018,98,Drama,6.4,63        ,48003,7.73,"A young woman is involuntarily committed to a mental institution, where she is confronted by her greatest fear - but is it real or a product of her delusion?"
6317,Just Cause,1995,102,Action,6.4,48        ,28169,36.85,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.
6318,Muppets Most Wanted,2014,107,Adventure,6.4,61        ,35736,51.18,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
6319,Black Death,2010,102,Action,6.4,71        ,49582,0.02,"Set during the time of the first outbreak of bubonic plague in England, a young monk is given the task of learning the truth about reports of people being brought back to life in a small village."
6320,The Man with the Iron Heart,2017,120,Action,6.4,,17618,,"As the German Fascists expand their borders, scorching Europe from end to end, two brave Czechs of the Resistance prepare for a suicide mission to assassinate Reinhard Heydrich, the hideous mastermind behind the ""Final Solution""."
