,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
239,"Three Billboards Outside Ebbing, Missouri",2017,R,115,"Comedy, Crime, Drama            ",8.1,88        ,524095,54.51,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
240,Room,2015,R,118,"Drama, Thriller            ",8.1,86        ,430497,14.68,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
241,Before Sunrise,1995,R,101,"Drama, Romance            ",8.1,77        ,319036,5.54,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
242,Gran Torino,2008,R,116,Drama            ,8.1,72        ,787756,148.10,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
243,"Monsters, Inc.",2001,G,92,"Animation, Adventure, Comedy            ",8.1,79        ,928946,289.92,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
244,Memories of Murder,2003,Not Rated,132,"Crime, Drama, Mystery            ",8.1,82        ,194527,0.01,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
245,Platoon,1986,R,120,"Drama, War            ",8.1,92        ,422310,138.53,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
246,The Sound of Music,1965,G,172,"Biography, Drama, Family            ",8.1,63        ,243770,163.21,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
247,The Deer Hunter,1978,R,183,"Drama, War            ",8.1,86        ,345875,48.98,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
248,12 Years a Slave,2013,R,134,"Biography, Drama, History            ",8.1,96        ,714086,56.67,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
249,Rush,2013,R,123,"Action, Biography, Drama            ",8.1,74        ,489680,26.95,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
250,Barry Lyndon,1975,PG,185,"Adventure, Drama, War            ",8.1,89        ,173134,,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
251,Stalker,1979,Not Rated,162,"Drama, Sci-Fi            ",8.1,83        ,138021,0.23,A guide leads two men through an area known as the Zone to find a room that grants wishes.
252,Raging Bull,1980,R,129,"Biography, Drama, Sport            ",8.1,90        ,361936,23.38,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
253,Million Dollar Baby,2004,PG-13,132,"Drama, Sport            ",8.1,86        ,698459,100.49,A determined woman works with a hardened boxing trainer to become a professional.
254,Ben-Hur,1959,G,212,"Adventure, Drama            ",8.1,90        ,244612,74.70,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
255,Portrait of a Lady on Fire,2019,R,122,"Drama, Romance            ",8.1,95        ,98191,3.76,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
256,My Neighbor Totoro,1988,G,86,"Animation, Comedy, Family            ",8.1,86        ,350918,1.11,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
257,Cool Hand Luke,1967,GP,127,"Crime, Drama            ",8.1,92        ,181153,16.22,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
258,La haine,1995,Not Rated,98,"Crime, Drama            ",8.1,,180536,0.31,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
259,In the Mood for Love,2000,PG,98,"Drama, Romance            ",8.1,87        ,156058,2.73,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
260,A Silent Voice: The Movie,2016,Not Rated,130,"Animation, Drama            ",8.1,78        ,88647,,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
261,Hachi: A Dog's Tale,2009,G,93,"Biography, Drama, Family            ",8.1,,293806,,A college professor bonds with an abandoned dog he takes into his home.
262,Wild Tales,2014,R,122,"Comedy, Drama, Thriller            ",8.1,77        ,204370,3.11,Six short stories that explore the extremities of human behavior involving people in distress.
263,Before Sunset,2004,R,80,"Drama, Romance            ",8.1,90        ,272807,5.82,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
264,Network,1976,R,121,Drama            ,8.1,83        ,163042,,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."
265,"Paris, Texas",1984,R,145,Drama            ,8.1,81        ,110156,2.18,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
266,The Seventh Seal,1957,Not Rated,96,"Drama, Fantasy            ",8.1,88        ,189343,,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
267,The Iron Giant,1999,PG,86,"Animation, Action, Adventure            ",8.1,85        ,207765,23.16,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
268,Amores Perros,2000,R,154,"Drama, Thriller            ",8.1,83        ,244869,5.38,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
269,Hotel Rwanda,2004,PG-13,121,"Biography, Drama, History            ",8.1,79        ,361233,23.53,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
270,The Bridge on the River Kwai,1957,PG,161,"Adventure, Drama, War            ",8.1,87        ,225120,44.91,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
271,Persona,1966,Not Rated,83,"Drama, Thriller            ",8.1,86        ,123157,,A nurse is put in charge of a mute actress and finds that their personae are melding together.
272,In the Name of the Father,1993,R,133,"Biography, Crime, Drama            ",8.1,84        ,179390,25.01,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
273,The Man Who Shot Liberty Valance,1962,Approved,123,"Drama, Western            ",8.1,94        ,78743,,A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.
274,All Quiet on the Western Front,1930,Passed,152,"Drama, War            ",8.1,91        ,65342,3.27,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
275,Rebecca,1940,Approved,130,"Drama, Film-Noir, Mystery            ",8.1,86        ,140456,4.36,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
276,Neon Genesis Evangelion: The End of Evangelion,1997,TV-MA,87,"Animation, Action, Drama            ",8.1,,58183,,Concurrent theatrical ending of the TV series Neon Genesis Evangelion (1995).
277,The Third Man,1949,Approved,93,"Film-Noir, Mystery, Thriller            ",8.1,97        ,174985,0.45,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
278,Mary and Max,2009,Not Rated,92,"Animation, Comedy, Drama            ",8.1,,180386,,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
279,Paper Moon,1973,PG,102,"Comedy, Crime, Drama            ",8.1,77        ,49530,30.93,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
280,On the Waterfront,1954,Approved,108,"Crime, Drama, Thriller            ",8.1,91        ,158159,9.60,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
281,The Celebration,1998,R,105,Drama            ,8.1,82        ,89739,1.65,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
282,PK,2014,Not Rated,153,"Comedy, Drama, Sci-Fi            ",8.1,,192549,10.62,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.
283,The Best Years of Our Lives,1946,Approved,170,"Drama, Romance, War            ",8.1,93        ,66849,23.65,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
284,Three Colors: Red,1994,R,99,"Drama, Mystery, Romance            ",8.1,100        ,106058,4.04,A model discovers a retired judge is keen on invading people's privacy.
285,Bajrangi Bhaijaan,2015,Not Rated,163,"Action, Adventure, Comedy            ",8.1,,91593,8.18,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
286,The Grapes of Wrath,1940,Passed,129,Drama            ,8.1,96        ,95864,0.06,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
287,It Happened One Night,1934,Passed,105,"Comedy, Romance            ",8.1,87        ,106915,4.36,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
288,The 400 Blows,1959,Not Rated,99,"Crime, Drama            ",8.1,,121711,,"A young boy, left without attention, delves into a life of petty crime."
289,Sholay,1975,Not Rated,162,"Action, Adventure, Comedy            ",8.1,,56963,,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
290,Wild Strawberries,1957,Not Rated,91,"Drama, Romance            ",8.1,88        ,109718,,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
291,Fanny and Alexander,1982,R,188,Drama            ,8.1,100        ,65317,4.97,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."
292,The Battle of Algiers,1966,Not Rated,121,"Drama, War            ",8.1,96        ,62203,0.06,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
293,The Message,1976,PG,177,"Biography, Drama, History            ",8.1,,48918,,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
294,Yi Yi: A One and a Two...,2000,Not Rated,173,"Drama, Romance            ",8.1,94        ,26082,1.14,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
295,A Woman Under the Influence,1974,R,155,"Drama, Romance            ",8.1,88        ,26639,13.34,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
296,Winter Sleep,2014,Not Rated,196,Drama            ,8.1,88        ,52965,0.17,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.
297,Mr. Smith Goes to Washington,1939,Passed,129,"Comedy, Drama            ",8.1,73        ,117377,9.60,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
298,The Red Shoes,1948,Not Rated,135,"Drama, Music, Romance            ",8.1,,36692,10.90,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
299,The Hidden Fortress,1958,Not Rated,126,"Action, Adventure, Drama            ",8.1,89        ,40329,,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
300,Andrei Rublev,1966,R,205,"Biography, Drama, History            ",8.1,,55060,0.10,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
301,Farewell My Concubine,1993,R,171,"Drama, Music, Romance            ",8.1,83        ,30689,5.22,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
302,Lagaan: Once Upon a Time in India,2001,PG,224,"Drama, Musical, Sport            ",8.1,84        ,116727,0.07,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
303,Inherit the Wind,1960,Passed,128,"Biography, Drama, History            ",8.1,75        ,31327,,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
304,Wolf Children,2012,PG,117,"Animation, Drama, Family            ",8.1,71        ,46719,,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
305,Throne of Blood,1957,Not Rated,110,Drama            ,8.1,,53681,,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
306,Diabolique,1955,Not Rated,117,"Crime, Drama, Horror            ",8.1,,67238,1.09,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
307,Underground,1995,Not Rated,167,"Comedy, Drama, Fantasy            ",8.1,79        ,59530,0.17,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate."
308,The General,1926,Passed,67,"Action, Adventure, Comedy            ",8.1,,93612,1.03,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
309,Dil Chahta Hai,2001,Not Rated,183,"Comedy, Drama, Romance            ",8.1,,73662,0.30,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
310,Rang De Basanti,2006,Not Rated,167,"Comedy, Crime, Drama            ",8.1,,120327,2.20,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
311,Sunrise,1927,Passed,94,"Drama, Romance            ",8.1,95        ,52226,0.54,"A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment."
312,The Virgin Spring,1960,Not Rated,89,Drama            ,8.1,,30298,1.53,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
313,White Heat,1949,Not Rated,114,"Action, Crime, Drama            ",8.1,,34185,,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
314,Let's Go! India,2007,Not Rated,153,"Drama, Family, Sport            ",8.1,68        ,82105,1.11,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
315,Barfi!,2012,Not Rated,151,"Comedy, Drama, Romance            ",8.1,,83833,2.80,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
316,Raise the Red Lantern,1991,PG,125,"Drama, Romance            ",8.1,,33843,2.60,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
317,Masaan,2015,,109,Drama            ,8.1,,29199,,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
318,Queen,2013,Not Rated,146,"Adventure, Comedy, Drama            ",8.1,,66937,1.43,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
319,The Gold Rush,1925,Passed,95,"Adventure, Comedy, Drama            ",8.1,,113592,5.45,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
320,Autumn Sonata,1978,PG,99,"Drama, Music            ",8.1,,35723,,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
321,Time of the Gypsies,1988,R,142,"Comedy, Crime, Drama            ",8.1,,31632,0.28,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
322,Talvar,2015,Not Rated,132,"Crime, Drama, Mystery            ",8.1,,36379,0.34,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
323,Nights of Cabiria,1957,Not Rated,110,Drama            ,8.1,,50279,0.75,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
324,A Wednesday,2008,Not Rated,104,"Action, Crime, Drama            ",8.1,,80083,,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
325,Ace in the Hole,1951,Approved,111,"Drama, Film-Noir            ",8.1,72        ,37328,3.97,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
326,Udaan,2010,Not Rated,134,Drama            ,8.1,,45792,0.01,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father."
327,Rififi,1955,Not Rated,118,"Crime, Drama, Thriller            ",8.1,97        ,35499,0.06,"Four men plan a technically perfect crime, but the human element intervenes..."
328,Pink,2016,Not Rated,136,"Crime, Drama, Thriller            ",8.1,,46333,1.24,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names."
329,Tangerines,2013,Not Rated,87,"Drama, War            ",8.1,73        ,47441,0.14,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
330,Article 15,2019,Not Rated,130,"Crime, Drama, Mystery            ",8.1,,35007,,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
331,The Grand Illusion,1937,Not Rated,113,"Drama, War            ",8.1,,37579,0.17,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
332,Jean de Florette,1986,PG,120,"Comedy, Drama            ",8.1,,26601,4.94,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
333,Hera Pheri,2000,Not Rated,156,"Action, Comedy, Crime            ",8.1,,69211,,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
334,Munna Bhai M.B.B.S.,2003,Not Rated,156,"Comedy, Drama            ",8.1,,84333,,A gangster sets out to fulfill his father's dream of becoming a doctor.
335,Kahaani,2012,Not Rated,122,"Mystery, Thriller            ",8.1,,63928,1.04,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
336,Black,2005,Not Rated,122,Drama            ,8.1,,35446,0.73,"The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world."
337,The Circus,1928,Passed,72,"Comedy, Family, Romance            ",8.1,90        ,34750,,The Tramp finds work and the girl of his dreams at a circus.
338,OMG: Oh My God!,2012,Not Rated,125,"Comedy, Drama, Fantasy            ",8.1,,60551,0.92,A shopkeeper takes God to court when his shop is destroyed by an earthquake.
339,The Bandit,1996,Not Rated,128,"Crime, Drama, Thriller            ",8.1,,70789,,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover."
340,Sarfarosh,1999,Not Rated,174,"Action, Drama, Thriller            ",8.1,,26180,,"After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists."
341,Everything's Gonna Be Great,1998,,107,"Comedy, Drama, Thriller            ",8.1,,26219,,"When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan ...                See full summary »"
342,Anand,1971,Not Rated,122,"Drama, Musical            ",8.1,,34372,,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
343,Dune,2021,PG-13,155,"Action, Adventure, Drama            ",8.0,74        ,668484,108.33,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.
344,Guardians of the Galaxy,2014,PG-13,121,"Action, Adventure, Comedy            ",8.0,76        ,1204105,333.18,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
345,Blade Runner 2049,2017,R,164,"Action, Drama, Mystery            ",8.0,81        ,599801,92.05,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
346,Black Swan,2010,R,108,"Drama, Thriller            ",8.0,79        ,786374,106.95,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake""."
347,The Martian,2015,PG-13,144,"Adventure, Drama, Sci-Fi            ",8.0,80        ,876236,228.43,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
348,Deadpool,2016,R,108,"Action, Comedy            ",8.0,65        ,1063434,363.07,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
349,The Princess Bride,1987,PG,98,"Adventure, Comedy, Family            ",8.0,77        ,435088,30.86,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
350,Her,2013,R,126,"Drama, Romance, Sci-Fi            ",8.0,91        ,633338,25.57,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
351,Donnie Darko,2001,R,113,"Drama, Mystery, Sci-Fi            ",8.0,88        ,817387,1.48,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
352,Zack Snyder's Justice League,2021,R,242,"Action, Adventure, Fantasy            ",8.0,54        ,410793,,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
353,The Avengers,2012,PG-13,143,"Action, Sci-Fi            ",8.0,69        ,1411976,623.28,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
354,La La Land,2016,PG-13,128,"Comedy, Drama, Music            ",8.0,94        ,612598,151.10,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
355,Zootopia,2016,PG,108,"Animation, Adventure, Comedy            ",8.0,78        ,514260,341.27,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
356,Casino Royale,2006,PG-13,144,"Action, Adventure, Thriller            ",8.0,80        ,669443,167.45,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
357,The Incredibles,2004,PG,115,"Animation, Action, Adventure            ",8.0,90        ,758263,261.44,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
358,Sin City,2005,R,124,"Crime, Thriller            ",8.0,74        ,778061,74.10,"An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption."
359,Dances with Wolves,1990,PG-13,181,"Adventure, Drama, Western            ",8.0,72        ,275324,184.21,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
360,CODA,2021,PG-13,111,"Comedy, Drama, Music            ",8.0,72        ,144712,,"As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents."
361,Scent of a Woman,1992,R,156,Drama            ,8.0,59        ,308526,63.90,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
362,Groundhog Day,1993,PG,101,"Comedy, Drama, Fantasy            ",8.0,72        ,648581,70.91,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right."
363,The Revenant,2015,R,156,"Action, Adventure, Drama            ",8.0,76        ,825213,183.64,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
364,The Imitation Game,2014,PG-13,114,"Biography, Drama, Thriller            ",8.0,71        ,786904,91.13,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life."
365,Rain Man,1988,R,133,Drama            ,8.0,65        ,525441,178.80,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
366,The Graduate,1967,PG,106,"Comedy, Drama, Romance            ",8.0,83        ,279284,104.95,A disillusioned college graduate finds himself torn between his older lover and her daughter.
367,Planet of the Apes,1968,G,112,"Adventure, Sci-Fi            ",8.0,79        ,184773,33.40,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.
368,12 Monkeys,1995,R,129,"Mystery, Sci-Fi, Thriller            ",8.0,74        ,628149,57.14,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet."
369,Aladdin,1992,G,90,"Animation, Adventure, Comedy            ",8.0,86        ,434487,217.35,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
370,The Bourne Ultimatum,2007,PG-13,115,"Action, Mystery, Thriller            ",8.0,85        ,643052,227.47,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
371,Soul,2020,PG,100,"Animation, Adventure, Comedy            ",8.0,83        ,343454,,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife."
372,Dog Day Afternoon,1975,R,125,"Biography, Crime, Drama            ",8.0,86        ,263021,50.00,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does."
373,Big Fish,2003,PG-13,125,"Adventure, Drama, Fantasy            ",8.0,58        ,447433,66.26,A frustrated son tries to determine the fact from fiction in his dying father's life.
374,Beauty and the Beast,1991,G,84,"Animation, Family, Fantasy            ",8.0,95        ,463154,218.97,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
375,Blood Diamond,2006,R,143,"Adventure, Drama, Thriller            ",8.0,64        ,562225,57.37,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
376,The Pursuit of Happyness,2006,PG-13,117,"Biography, Drama            ",8.0,64        ,528743,163.57,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.
377,Magnolia,1999,R,188,Drama            ,8.0,78        ,318724,22.46,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley."
378,Kill Bill: Vol. 2,2004,R,137,"Action, Crime, Thriller            ",8.0,83        ,771924,66.21,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
379,Slumdog Millionaire,2008,R,120,"Crime, Drama, Romance            ",8.0,84        ,857352,141.32,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
380,Perfect Blue,1997,R,81,"Animation, Crime, Drama            ",8.0,67        ,82964,0.78,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
381,Akira,1988,R,124,"Animation, Action, Drama            ",8.0,67        ,192828,0.55,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
382,The Invisible Guest,2016,TV-MA,106,"Crime, Drama, Mystery            ",8.0,,182193,,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
383,JFK,1991,R,189,"Drama, History, Thriller            ",8.0,72        ,161437,70.41,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
384,The King's Speech,2010,R,118,"Biography, Drama, History            ",8.0,88        ,690626,138.80,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
385,Rosemary's Baby,1968,Approved,137,"Drama, Horror            ",8.0,96        ,222907,,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors."
